WarehouseNbr,UOM,Category,Cost,ItemDesc
11385,EA,02,62.3141,"CONNECTOR, SECONDARY,UG, 1 1/4"", 500 KVA TRANS,"
11386,EA,02,4.446,"CONNECTOR, TRANSFORMER, GROUND LUG. #8 SOL-2/0 STR"
11387,EA,02,5.5144,"CONNECTOR, T-BOLT, #6-2/0 STR. "
11388,EA,02,7.3002,"CONNECTOR, T-BOLT, 2/0-350 KCM "
11389,EA,02,10.858,"CONNECTOR, T-BOLT, 350-750 KCM "
11390,EA,02,5.15,"CONNECTOR, T-BOLT, 750 KCM-1000 KCM"
11391,EA,02,7.8297,CONNECTOR COVER FOR STK #11330 
11392,EA,02,9.4446,CONNECTOR COVER FOR STK#11331 
11393,EA,02,12.1993,CONNECTOR COVER FOR SKT#11360 
11394,EA,02,3.1278,CONNECTOR COVER FOR STK#11359 
11395,EA,02,6.2727,CONNECTOR COVER FOR STK#11361 
11396,EA,02,0.7601,CONNECTOR COVER FOR SQUEEZ-ON CONNECTOR.(C-7)
11397,EA,02,2.5426,CONNECTOR COVER-FLOOD SEAL 
11398,EA,02,53.0737,"CUTOUT, 25 KV. "
11399,EA,02,96.9,"CUTOUT, 25 KV, PORCELAIN INSUL STAINLESS STEEL, 150 BIL"
11400,EA,02,36.2613,"CUTOUT, SOLID BLADE, 300 AMP. "
11401,EA,02,28.9385,"CUTOUT GATE, 25 KV. "
11402,EA,02,5.8911,"DEADEND, AUTOMATIC, FEED THRU, #6 SOL. BHD CU."
11403,EA,02,7.0929,"DEADEND, AUTOMATIC, FEED THRU, #6A COPPER WELD."
11404,EA,02,5.6881,"DEADEND, AUTOMATIC, FEED-THRU, #4 SOL. BHD CU."
11405,EA,02,11.6031,"DEADEND, AUTOMATIC, FEED THRU, #2 STR. BHD CU."
11406,EA,02,15.0117,"DEADEND, AUTOMATIC, FEED THRU, #1/0 STR. BHD CU."
11407,EA,02,1.6144,"EYES, BALL "
11408,EA,02,21.5163,"EYES, Y-CLEVIS, POST INSULATOR "
11409,EA,02,14.25,"EYES, Y-CLEVIS, STATIC WIRE. "
11410,EA,02,140,"FAULT INDICATOR, 800 AMP, CURRENT RESET W/INRUSH REST."
11411,EA,02,65.6192,"FAULT INDICATOR, 300 AMP, ELBOW TEST POINT."
11412,EA,02,12.05,"FUSE, PADMOUNT, LINK, 3 AMP, RR1 OR MICRO PAK II."
11413,EA,02,12.05,"FUSE, PADMOUNT, LINK, 8 AMP, RR1 OR MICRO PAK 11."
11414,EA,02,12.05,"FUSE, PADMOUNT, LINK, 15 AMP, RR 1 OR MICRO PAK 11."
11415,EA,02,8.0898,"FUSE, PADMOUNT, 3 AMP, DUAL DUAL SENSING, BAY-O-NET."
11416,EA,02,8.7602,"FUSE, PADMOUNT, 8 AMP, DUAL SENSING, BAY-O-NET."
11417,EA,02,7.683,"FUSE, PADMOUNT, 15 AMP, DUAL SENSING, BAY-O-NET."
11418,EA,02,7.4453,"FUSE, PADMOUNT, 25 AMP, DUAL SENSING, BAY-O-NET."
11419,EA,02,8.197,"FUSE, PADMOUNT, 50 AMP, DUAL SENSING, BAY-O-NET."
11420,EA,02,7.5,"FUSE, PADMOUNT, 65 AMP, CURRENT SENSING, BAY-O-NET."
11421,EA,02,7.7,"FUSE, PADMOUNT, 100 AMP, CURRENT SENSING, BAY-O-NET."
11422,EA,02,11.5,"FUSE, PADMOUNT, 140 AMP, CURRENT SENSING, BAY-O-NET."
11423,EA,02,9.1667,"FUSE, EXPULSION, MOST-1,15 AMP "
11424,EA,02,98,"FUSE, CURRENT LIMITING, MOST-1, 40 AMP."
11425,EA,02,35.71,"FUSE, CURRENT LIMITING, K-MATE, 12 AMP."
11426,EA,02,44.43,"FUSE, CURRENT LIMITING, K-MATE, 25 AMP."
11427,EA,02,56.5231,"FUSE, EXPULSION, K-MATE, SL-54 "
11428,EA,02,3.5168,"FUSE, CUTOUT, 1 AMP, STD SPEED "
11429,EA,02,3.8143,"FUSE, CUTOUT, 2 AMP, STD SPEED "
11430,EA,02,3.8898,"FUSE, CUTOUT, 3 AMP, STD SPEED "
11431,EA,02,5.1287,"FUSE, CUTOUT, 5 AMP, STD SPEED "
11432,EA,02,1.9,"FUSELINK, 6 AMP, K SPEED. "
11433,EA,02,4.6522,"FUSELINK, 8 AMP, K SPEED. "
11434,EA,02,2.9144,"FUSELINK, 10 AMP, K SPEED. "
11435,EA,02,4.276,"FUSELINK, 15 AMP, K SPEED. "
11436,EA,02,5.4002,"FUSELINK, 20 AMP, K SPEED. "
11437,EA,02,4.3094,"FUSELINK, 25 AMP, K SPEED. "
11438,EA,02,4.5768,"FUSELINK, 30 AMP, K SPEED. "
11439,EA,02,5.3746,"FUSELINK, 40 AMP, K SPEED. "
11440,EA,02,4.9878,"FUSELINK, 50 AMP, K SPEED. "
11441,EA,02,6.9018,"FUSELINK, 65 AMP, K SPEED. "
11442,EA,02,8.6361,"FUSELINK, 80 AMP, K SPEED. "
11443,EA,02,9.005,"FUSELINK, 100 AMP, K SPEED. "
11444,EA,02,12.1358,"FUSELINK, 101 UNIVERSAL "
11445,EA,02,14.4136,"FUSELINK, 102 UNIVERSAL. "
11446,EA,02,47.7,"FUSE, NX, 4.5 C AMP, 8.3 KV, INTERRUPTING.OBSOLTED 4/10/03"
11447,EA,02,128,"FUSE, NX, 18C AMP, INTERRUPTING.OBSOLETED 4/23/03"
11448,EA,02,128,"FUSE, NX, 21 AMP, INTERRUPTING OBSOLETED 4/23/03"
11449,EA,02,132,"FUSE, NX, 40C, INTERRUPTING-OBSOLETED 4/23/03"
11450,EA,02,109.7,"FUSE UNIT, TYPE PM, 15 KV, 30 AMP."
11451,EA,02,1.6899,"GRIP, DISTRIBUTION, DEAD END, #2 AAAC CONDUCTOR."
11452,EA,02,8.0701,"GRIP, SERVICE, DEAD-END, #6 COPPER SERVICE CONDUCTOR."
11453,EA,02,3.3117,"GRIP, SERVICE, DEAD-END, #4 COPPER SERVICE CONDUCTOR."
11456,EA,02,0.5512,"GRIP, SERVICE, DEAD END, #6 AAAC TRIPLEX CONDUCTOR."
11457,EA,02,0.4819,"GRIP, SERVICE, DEAD-END, #4 AAAC TRIPLEX CONDUCTOR."
11458,EA,02,3.9,"GRIP, SERVICE, DEAD-END, #4 AAAC TRIPLEX, INSULATED."
11459,EA,02,0.7681,"GRIP, SERVICE, DEAD-END, #2 AAAC TRIPLEX CONDUCTOR."
11460,EA,02,3.68,"GRIP, SERVICE, DEADEND, #2 AAAC TRIPLEX, INSULATED."
11461,EA,02,1.3231,"GRIP, SERVICE, DEAD-END, 1/0 AAAC TRIPLEX CONDUCTOR."
11462,EA,02,4.4949,"GRIP, SERVICE, DEAD-END, 1/0 AAAC TRIPLEX, INSULATED."
11463,EA,02,1.756,"GRIP, SERVICE, DEAD-END, 2/0 AAAC TRIPLEX CONDUCTOR."
11464,EA,02,1.4296,"GRIP, SERVICE, DEAD-END, 4/0 AAAC TRIPLEX CONDUCTOR."
11465,EA,02,7.25,"GRIP, SERVICE, DEAD-END, 4/0 AAAC, WEATHER PROOF COATED"
11466,EA,02,8.8184,"GROUND ROD, 5/8"" X 8', GALVANIZED."
11467,EA,02,20.2556,"GROUND ROD, 3/4"" X 10', COPPERWELD."
11468,EA,02,0.7334,"GROUND ROD CLAMP, 5/8""-2 ST LT "
11469,EA,02,2.3209,"GROUND ROD CLAMP, 5/8""-#1/0. "
11470,EA,02,2.2795,"GROUND ROD CLAMP, 3/4"". "
11471,EA,02,27.0372,"GUY ADAPTER, TRIPLE EYE. "
11472,EA,02,2.3025,"GUY GRIP, DEAD-END, 6M. "
11473,EA,02,3.1383,"GUY GRIP, DEAD-END, 10M. "
11474,EA,02,6.6467,"GUY GRIP, DEAD-END, 16M "
11475,EA,02,10.9572,"GUY GRIP, DEAD-END, 20M "
11476,EA,02,5.7998,"GUY GUARD, 8', POLY, YELLOW. 6M-20M GUY WIRE."
11479,EA,02,3.695,"GUY HOOK, 6M, 10M, & 16M. "
11480,EA,02,6.7104,"GUY HOOK, 20M (ONLY). "
11481,EA,02,9.3725,"GUY PLATE, FOR GUY STRAIN INSULATORS, 6M-20M GUY WIRE."
11482,EA,02,50.8795,"GUY PLATE, 2-20M GUY WIRE, TWO HOLE, 4 1/8"" X 11 1/4""."
11483,EA,02,10.3407,"CLEVIS, THIMBLE. "
11478,EA,02,0.175,"GUY WIRE, 6M ALUMOWELD, 500 FOOT HAND COILS."
11484,FT,02,0.2583,"GUYWIRE, 10M ALUMOWELD, 500 FOOT HAND COILS."
11485,FT,02,0.4247,"GUYWIRE, 16M ALUMOWELD, 500 FOOT HAND COILS."
11486,FT,02,0.542,"GUYWIRE, 20M ALUMOWELD, 250 FOOT HAND COIL."
11487,FT,02,4.2152,"PIPE, 2"" GALVANIZED W/ONE COUPLING."
11488,EA,02,13.8767,"SIDEWALK GUY END FITTING-2"", FITS ONE GUY WIRE."
11489,EA,02,13.6187,"SIDEWALK GUY FITTING, POLE PLATE, 2""-FITS ONE GUY WIRE."
11490,EA,02,6.8232,"SPLICE, GUYING, UNIVERSAL, 6M, STRANDLINK, AUTOMATIC."
11491,EA,02,12.2761,"SPLICE, GUYING, UNIVERSAL, 10M STRANDLINK, AUTOMATIC."
11492,EA,02,18.6901,"SPLICE, GUYING, UNIVERSAL, 16M STRANDLINK, AUTOMATIC."
11493,EA,02,10.16,"SPLICE, GUYING, UNIVERSAL, 20M STRANDLINK, AUTOMATIC."
11494,EA,02,6.064,SAFETY GUY WIRE DISPENSER. 6M-10M
11495,EA,02,4.8298,"GUY STRAIN INSULATOR, MID SPAN TAP."
11496,EA,02,20.0949,"GUY STRAIN INSULATOR, 12"", FIBERGLASS."
11497,EA,02,25.7194,"GUY STRAIN INSULATOR,36""(R-R) FIBERGLASS."
11498,EA,02,29.8785,"GUY STRAIN INSULATOR, 60"", FIBERGLASS."
11499,EA,02,10.4062,"EXTENSION LINK, 5/8"" X 14"". "
11500,EA,02,34.8082,"GUY STRAIN INSULATOR, 120"", FIBERGLASS."
11501,EA,02,1.2497,"INSULATOR, SPOOL, 3"". POLYMER."
11502,EA,02,3.3719,"INSULATOR, PIN TYPE, 13.2 KV, NEUTRAL."
11503,EA,02,5.9466,"INSULATOR, PIN TYPE, 15 KV, F-NECK."
11504,EA,02,17.3771,"INSULATOR, POST TYPE, 15 KV, F-NECK, TIE TOP."
11477,EA,02,18.9953,"INSULATOR, POST TYPE, 25 KV, F-NECK, TIE TOP."
11505,EA,02,41.5964,"INSULATOR, FOG BOWL, PIN TYPE, 15 KV."
11506,EA,02,8.0344,"INSULATOR, SUSPENSION BELL, 6"" GRAY, CLEVIS EYE, ANSI CL.52-1"
11508,EA,02,8.4482,"INSULATOR, POLYMER, 15 KV, DEAD-END."
11509,EA,02,10.4986,"INSULATOR, POLYMER, 27 KV, DEAD-END."
11510,EA,02,76.5392,"INSULATOR, POLYMER, 138 KV, SUSPENSION."
11511,EA,02,99.8217,"INSULATOR, POLYMER, 161 KV, SUSPENSION, ""SILICON ONLY""."
11512,EA,02,113.5249,"INSULATOR, HORIZONTAL, LINE POST, 69 KV, WITH GAIN BASE."
11513,EA,02,204.26,"INSULATOR, HORIZONTAL POST, 69 KV, POLYMER."
11514,EA,02,84.5154,"INSULATOR, VERTICAL LINE POST, 69 KV, GLASS."
11987,EA,02,143,"INSULATOR, VERTICAL LINE POST, 69 KV, POLYMER."
11515,EA,02,47.7337,"INSULATOR, STATION POST, 23 KV "
11516,EA,02,163.7669,"INSULATOR, STATION POST, 69 KV "
11517,EA,02,222.4458,"INSULATOR, HORIZONTAL POST, 138 KV, POLYMER.RCL 1,640 LBS"
11518,EA,02,222.034,"INSULATOR, HORIZONTAL POST, 138 KV, POLYMER, W/ADAPTOR."
11519,EA,02,197.8944,"INSULATOR, VERTICAL LINE POST, 138 KV, POLYMER."
11520,EA,02,361.3161,"INSULATOR, VERTICAL JUMPER POST, 138 KV, POLYMER."
11988,EA,02,24.5552,"INSULATOR, BASE, VERTICAL, BRACKET, 69 KV."
11989,EA,02,3.65,"INSULATOR, STUD, VERTICAL, LINE POST, 69 KV."
11990,EA,02,34.9583,"INSULATOR, BASE, HORIZONTAL, LINE POST, 69 KV."
11521,EA,02,6.0687,"INSULATOR, POST, BASE ADAPTER, HORIZONTAL."
11523,EA,02,5.98,"LAMP, HPS, 70 WATT. "
11524,EA,02,5.9609,"LAMP, HPS, 100 WATT "
11525,EA,02,6.6008,"LAMP, HPS, 200 WATT "
11526,EA,02,6.1365,"LAMP, HPS, 400 WATT. "
11527,EA,02,86.7332,"LUMINAIRE, HPS, 100 WATT, TYPE III."
11528,EA,02,166.7079,"LUMINAIRE, HPS, 100 WATT. (COBRA HEAD ST. LT)"
11529,EA,02,99.7023,"LUMINAIRE, HPS, 200 WATT, TYPE III."
11530,EA,02,155.6861,"LUMINAIRE, HPS, 200 WATT, (COBRA HEAD ST. LT)"
11531,EA,02,269.1937,"LUMINAIRE, ORNAMENTAL, HPS, 100 WATT."
11532,EA,02,98.3931,"LUMINAIRE, 3"" ADAPTER KIT, ORANAMENTAL LIGHT."
11533,EA,02,22.1,"REFRACTOR, LUMINAIRE, 2-WAY. "
11534,EA,02,33.8257,"REFRACTOR, LUMINAIRE, 4-WAY. "
11535,EA,02,34.9323,"REFRACTOR, FLAT, GLASS, HPS, 100/200W.(AMERICAN ELEC/GE)"
11536,EA,02,89.06,"SENTRY LIGHT, OPEN FACE, HPS, 70 WATT, COMPLETE KIT."
11537,EA,02,61.0984,"SENTRY LIGHT, HPS, 70 WATT, COMPLETE KIT.PRE-WIRED #14 CU."
11538,EA,02,53.2422,"SENTRY LIGHT, HEAD ONLY, OPEN FACE, 70 WATT HPS."
11539,EA,02,22.0818,"LENS ONLY, SENTRY LIGHT, OPEN FACE, 70 WATT HPS,"
11540,EA,02,79.8216,"SENTRY LIGHT, HPS POWER DOOR ASSEMBLY, OPEN FACE, 70 WATT."
11541,EA,02,305.7111,"FLOOD LIGHT, HPS, 400 WATT, MARINE CORROSION RESISTANCE."
11542,EA,02,262.9317,"FLOOD LIGHT, 400 WATT HPS, WITH PRE-WIRED PIG TAIL."
11543,EA,02,4.2999,"PHOTO CONTROLLER, 120 VOLT. "
11544,EA,02,79.63,"BALLAST, REPLACEMENT KIT, HPS, 100 WATT, TYPE CW."
11545,EA,02,90.63,"BALLAST, REPLACEMENT KIT, HPS 200 WATT, TYPE CW."
11546,EA,02,28.25,"STARTING BOARDS, G.E., PLUG-IN STARTING AID, 150-400W, HPS"
11547,EA,02,31.9786,"STARTING BOARDS, STREET LIGHT, G.E., 35-150 WATT, HPS."
11548,EA,02,67.7062,"POWER DOORS, STREET LIGHTS, 100 WATT,HPS, GENERAL ELEC."
11549,EA,02,107.79,"VISOR, FLOODLIGHT, 400 WATT HPS, FOR G.E. FLOOD LIGHT."
11550,EA,02,280.32,"LAMP BASE, PRE-CAST FOOTING, CEMENT ROUND, FITS 14' POLE."
11551,EA,02,375.4525,"LAMP BASE, PRE-CAST FOOTING, CEMENT SQUARE, FITS 23' POLE."
11552,EA,02,64.2314,"MAST ARM, STEEL, 1 1/4"" X 6', SINGLE GUY."
11553,EA,02,34.2,"MAST ARM, STEEL, 1 1/4"" X 8', SINGLE GUY."
11554,EA,02,113.4806,"MAST ARM, STEEL, 2"" X 10', DOUBLE GUY W/GROUND CLAMP"
11555,EA,02,79.4693,"MAST ARM, STEEL, 2"" X 16', DOUBLE GUY."
11556,EA,02,15.2217,"MAST ARM, ALUM OR STEEL, 1 1/4"" X 24"", SENTRY LIGHT."
11557,EA,02,1.54,"MOLDING, GROUNDWIRE, PVC, 1/2"" X 8'."
11558,EA,02,77.946,"DRUM, 55 GAL, TIGHT HEAD, #DOT-17E."
11559,EA,02,90.9687,"DRUM, 55 GAL, OPEN HEAD, #DOT-17C."
11560,RO,09,0.7707,"PLASTIC, BLACK, 6 MIL, 10' X 100' ROLL."
11561,EA,02,12.17,"DETERGENT, LIQUID SOAP. "
11562,EA,02,106,"OIL SOCKS, 3"" X 48"", LARGE BOX, ""PIGS""."
11563,EA,02,117,"PETROLEUM SKIMMER, 3"" X 46"". "
11564,BG,02,6.2867,"ABSORBENT, "
11565,EA,02,0.6815,SORBENT PADS. 
11566,EA,02,166.89,SORBENT ROLL. 
11567,EA,02,29.8826,"COVER, FOOT, DISPOSABLE. "
11568,EA,02,25.46,"BOOTS, NEOPRENE, X-LARGE. "
11569,EA,02,5.4438,"FIRST AID, EYE CONTAMINATION. "
11570,BX,02,18.3833,"GLOVES,  DISPOSABLE, X-LARGE, LIGHT DUTY."
11571,PR,02,6.43,"GLOVES, NITRILE,  HEAVY DUTY, DISPOSABLE. SIZE 10"
11572,EA,02,4.9937,GOGGLES 
11573,EA,02,3.3752,"HEAD COVERS, PLASTIC, DISPOABLE."
11574,EA,02,5.12,"PROTECTIVE CLOTHES, LIGHT DUTY DISPOSABLE."
11576,EA,02,17.505,RESPIRATOR. 
11577,PR,02,2.25,"SLEEVE PROTECTORS, DISPOSABLE. "
11578,EA,02,25.6772,"TAPE BARRIER, ""CAUTION HAZARD"" "
11579,EA,02,8.873,CLOR-N-OIL KIT. 
11580,EA,02,23.2233,ANGLE MOUNTING FITTING. 
11581,EA,02,9.6157,"PIN CROSSARM, SHORT SHANK, 15 KV, 1"" LEAD THREAD."
11582,EA,02,9.0156,"PIN, CROSSARM, 15 & 23 KV, 6 3/4"" SHANK, 1"" LEAD THREAD."
11583,EA,02,6.8281,"PIN, CROSSARM, 15 & 23 KV, 7"" SHANK, 1 3/8"" LEAD THREAD."
11584,EA,02,10.4986,"PIN CROSSARM, 15 & 23 KV, 11"" SHANK, 1 3/8"" LEAD THREAD."
11585,EA,02,1.6471,"PIN, CROSSARM, PRESTEEL. "
11586,EA,02,8.585,"PIN, POLETOP, 15 & 23 KV, 1"" LEAD THREAD."
11587,EA,02,20.676,"BRACKET, POLE TOP POST. "
11588,EA,02,1.6222,"ADAPTER, THIMBLE, 1""-1 3/8"". "
11589,EA,02,155.63,"POLE, DISTRIBUTION, 30'-CL.4, DOUG FIR, PENTA TREATED."
11575,EA,02,28.6725,"PROTECTIVE CLOTHES, HEAVY DUTY (RAIN GEAR)."
11590,EA,02,323.2057,"POLE, DISTRIBUTION, 35'-CL.4, DOUG FIR, PENTA TREATED."
11591,EA,02,260.5499,"POLE, SECONDARY, 40'CL.3 DOUG FIR, PENTA TREATED."
11592,EA,02,543.2509,"POLE, DISTRIBUTION, 45'-CL.3, DOUG FIR PENTA TREATED,BLANK."
11593,EA,02,690.5469,"POLE, DISTRIBUTION, 50'-CL.2, DOUGLAS FIR, PENTA TREATED."
11594,EA,02,817.0784,"POLE, DISTRIBUTION, 55'-CL.2, DOUGLAS FIR, PENTA TREATED."
11595,EA,02,951.1342,"POLE, 60'CL.2, DOUG FIR, PENTA TREATED, BLANK  ."
11596,EA,02,1127.721,"POLE, 65'CL.2, BLANK, DOUG FIR PENTA TREATED."
11597,EA,02,1286.1888,"POLE, TRANSMISSION, 70'CL.2, PENTA TREATED DOUG FIR, BLANK"
11598,EA,02,1365.8183,"POLE, TRANSMISSION, 75'CL.2, PENTA TREATED DOUG FIR, BLANK."
11599,EA,02,1775.8609,"POLE, TRANSMISSION, 80'CL.2, PENTA TREATED DOUG FIR, BLANK."
11600,EA,02,1269,"POLE, TRANSMISSION, 85'CL.2, PENTA TREATED DOUG FIR, BLANK."
11601,EA,02,1849.2333,"POLE, TRANSMISSION, 90'CL.2, PENTA TREATED DOUG FIR, BLANK."
11602,EA,02,3950,"POLE, TRANSMISSION, 100'CL.2, PENTA TREATED DOUG FIR, BLANK."
11603,EA,02,255,"POLE, STREET LIGHT, 14', ALUM, 3"" TOP."
11604,EA,02,689.8395,"POLE, STREET LIGHT, 23', WITH 8' FOOT MAST ARM."
11605,EA,02,5.6682,"POLE TOP PROTECTOR, 9"". "
11606,EA,02,5.6306,"POLE TOP PROTECTOR, 12"". "
11607,EA,02,407.7345,"TIMBER, PENTA TREATED BOG SHOE "
11608,EA,02,93.6857,"TIMBER, X-ARM, TRANSMISSION, 6"" X 8"" X 10'."
11609,EA,02,149.675,"TIMBER, X-ARM, TRANSMISSION, 6"" X 8"" X 14'."
11610,EA,02,255.4726,"TIMBER, X-ARM, TRANSMISSION, 6"" X 8"" X 22'."
11612,EA,02,296.55,"TIMBER, X-ARM, TRANSMISSION, 6"" X 8"" X 26'."
11611,EA,02,288.5299,"TIMBER, X-ARM, TRANSMISSION, 6"" X 8"" X 26'."
11613,EA,02,284.58,"TIMBER, X-ARM, TRANSMISSION, 6"" X 8"" X 26'."
11614,ST,02,801.3533,"TIMBER, X-ARM, TRANSMISSION, 6"" X 8"" X 26'.(2ARMS=1SET)"
11615,EA,02,374.53,"TIMBER, X-ARM, TRANSMISSION, 6"" X 8"" X 28'."
11616,EA,02,181.6349,"POST BUMPER, EQUIPMENT PROTECTION."
11617,EA,02,8.4988,"RACK, 3 SPOOL, SECONDARY, EXTENDED BACK."
11618,EA,02,6.9337,"RACK, 4 SPOOL, SECONDARY, EXTENDED BACK."
11619,EA,02,3.0019,"RACK, SPOOL EXTENSION, BRACKET."
11620,EA,02,0.4463,"SLEEVE, SPLICING, #8 SOLID COPPER CONDUCTOR."
11621,EA,02,0.6336,"SLEEVE, SPLICING, #6 SOLID COPPER CONDUCTOR."
11622,EA,02,1.0033,"SLEEVE, SPLICING, #4 SOLID COPPER CONDUCTOR."
11623,EA,02,0.9563,"SLEEVE, SPLICING, #2 SOLID COPPER CONDUCTOR."
11624,EA,02,1.101,"SLEEVE, SPLICING, #1/0 SOLID COPPER CONDUCTOR."
11625,EA,02,2.2667,"SLEEVE, SPLICING, #8A STR. COPPERWELD CONDUCTOR."
11626,EA,02,1.6273,"SLEEVE, SPLICING, #6A STR. COPPERWELD CONDUCTOR."
11627,EA,02,1.3039,"SLEEVE, SPLICING, #4A STR. COPPERWELD CONDUCTOR."
11628,EA,02,0.7791,"SLEEVE, SPLICING, #2A STR. COPPERWELD CONDUCTOR."
11629,EA,02,1.5249,"SLEEVE, SPLICING, #2 STR. COPPER CONDUCTOR."
11630,EA,02,7.2016,"SLEEVE, SPLICING, #2A & 1/0F CWC AND 1/0-7 OR 19 STR. CU."
11631,EA,02,8.55,"SLEEVE, SPLICING, #2F COPPER- WELD CONDUCTOR."
11632,EA,02,1.1605,"SLEEVE, SPLICING, 2/0-7 STR. OR 19 STR. COPPER CONDUCTOR."
11633,EA,02,1.6849,"SLEEVE, SPLICING, 4/0- 7 STR. OR 19 STR. COPPER CONDUCTOR."
11634,EA,02,10.03,"SLEEVE, SPLICING 3/8""-7 STR. COPPERWELD."
11635,EA,02,0.6901,"SLEEVE, SPLICING, #6-7 STR. TRIPLEX COPPER CONDUCTOR."
11636,EA,02,0.4542,"SLEEVE, SPLICING, #4-7 STR. TRIPLEX COPPER CONDUCTOR."
11637,EA,02,1.4857,"SLEEVE, SPLICING, #4-7 STR. ALUM. TRIPLEX NEUTRAL CONDCUOR"
11638,EA,02,0.5094,"SLEEVE,SERVICE ENTRANCE, #6 STR.-#10 STR. AL/CU  COND."
11639,EA,02,0.7113,"SLEEVE, SERVICE, ENTRANCE, #4 STR.-#10 STR. AL/CU COND."
11640,EA,02,0.58,"SLEEVE, SERVICE, ENTRANCE, #2 STR.-10 STR. AL/CU COND."
11641,EA,02,0.5226,"SLEEVE, SERVICE, ENTRANCE, #6 STR.-#6 STR. AL/CU COND."
11642,EA,02,1.1198,"SLEEVE, SERVICE, ENTRANCE, #4 STR.-#6 STR. AL/CU COND."
11643,EA,02,0.3542,"SLEEVE, SERVICE, ENTRANCE, #4 STR.-#4 STR. AL/CU COND."
11644,EA,02,1.015,"SLEEVE, SERVICE, ENTRANCE, #2 STR.-#8 STR. AL/CU COND."
11645,EA,02,0.392,"SLEEVE, SERVICE, ENTRANCE, #2 STR.-#6 STR. AL/CU COND."
11646,EA,02,0.3566,"SLEEVE, SERVICE, ENTRANCE, #2 STR.-#4 STR. AL/CU COND."
11647,EA,02,0.4017,"SLEEVE, SERVICE, ENTRANCE, #2 STR.-#2 STR. AL/CU COND."
11648,EA,02,0.35,"SLEEVE, SERVICE, ENTRANCE, 1/0 STR.-#4 STR. AL/CU COND."
11649,EA,02,0.4122,"SLEEVE, SERVICE, ENTRANCE, 1/0 STR.-#2 STR. AL/CU COND."
11650,EA,02,0.3582,"SLEEVE, SERVICE, ENTRANCE, 1/0 STR.-1/0 STR. AL/CU COND."
11651,EA,02,3.15,"SLEEVE, SERVICE, ENTRANCE, 2/0 STR/-#4 STR. AL/CU COND."
11652,EA,02,2.9426,"SLEEVE, SERVICE, ENTRANCE, 2/0 STR.-#2 STR. AL/CU COND."
11653,EA,02,3.4565,"SLEEVE, SERVICE, ENTRANCE, 4/0 STR.-#2 STR. AL/CU COND."
11654,EA,02,0.6497,"SLEEVE, COMPRESSION, VCSE 44 "
11655,EA,02,1.6186,"SLEEVE, COMPRESSION, VCSE 66. "
11656,EA,02,6.4433,"SLEEVE, COMPRESSION, VCSE 88. "
11657,EA,02,1.2549,"SLEEVE, SERVICE, SEMI-TENSION, #6 STR.-#6 STR. CONDUCTOR."
11658,EA,02,1.0403,"SLEEVE, SERVICE, SEMI-TENSION, #4 STR.-#4 STR. AAAC CONDUCTOR"
11659,EA,02,1.268,"SLEEVE, SERVICE, SEMI-TENSION, #2 STR.-#2 STR. AAAC CONDUCTOR"
11660,EA,02,1.26,"SLEEVE, SERVICE, 2/0 STR.- #2 STR. ALUM, (GRAY-RED)."
11661,EA,02,3.0146,"SLEEVE, SERVICE, 2/0 STR;- 2/0 STR. ALUM, (GRAY-GRAY)."
11662,EA,02,2.225,"SLEEVE, SERVICE, 4/0 STR.- #4 STR. ALUM, (PINK-ORANGE)."
11663,EA,02,2.225,"SLEEVE, SERVICE, 4/0 STR.- #2 STR. ALUM, (PINK-RED)."
11664,EA,02,2.1169,"SLEEVE, SERVICE, 4/0 STR.- 4/0 STR. ALUM, (PINK-PINK)."
11665,EA,02,3.9383,"SLEEVE, FULL TENSION, #2 AAAC CONDUCTOR."
11666,EA,02,1.482,"SLEEVE, FULL TENSION, 1/0 STR. AAAC CONDUCTOR."
11667,EA,02,1.7543,"SLEEVE, FULL TENSION, 2/0 STR. AAAC CONDUCTOR."
11668,EA,02,6.3705,"SLEEVE, FULL TENSION, 4/0 STR. AAAC CONDUCTOR."
11669,EA,02,35.4999,"SLEEVE, FULL TENSION, #394.5 AAAC CONDUCTOR."
11670,EA,02,24.76,"SLEEVE, FULL TENSION, #397.5 ACSR CONDUCTOR."
11671,EA,02,55.0031,"SLEEVE, FULL TENSION, #652.4 KCM AAAC CONDUCTOR."
11672,EA,02,18.9799,"SLEEVE, FULL TENSION, #927.S KCM ACAR CONDUCTOR."
11673,EA,02,17.0659,"SLEEVE, FULL TENSION, 7-#8 ALUMOWELD CONDUCTOR."
11674,EA,02,0.9174,"SLEEVE, JUMPER, 1/0 AAAC CONDUCTOR."
11675,EA,02,3.1481,"SLEEVE, JUMPER, 2/0 AAAC CONDUCTOR."
11676,EA,02,11.546,"SLEEVE, JUMPER, 4/0 ACSR & AAAC CONDUCTOR."
11677,EA,02,2.0638,"SLEEVE, JUMPER, #350 KCM AAAC CONDUCTOR."
11678,EA,02,10.7082,"SLEEVE, JUMPER, #394.5 AAAC CONDUCTOR."
11679,EA,02,14.5718,"SLEEVE, JUMPER, #652.4 KCM AAAC CONDUCTOR."
11680,EA,02,31.2915,"SLEEVE, JUMPER, #927.2 KCM ACAR CONDUCTOR."
11681,EA,02,7.3253,"SLEEVE, REDUCER, #6 SOL- #8 SOL CU."
11682,EA,02,4.5838,"SLEEVE, REDUCER, #4 SOL- #6 SOL CU."
